temperature,humidity,pest_level,crop_health
14.99,56.19,3,93.11
39.02,82.54,8,77.24
29.36,54.22,6,87.06
17.37,75.39,6,88.37
16.24,90.26,0,99.19
36.04,85.27,2,89.71
19.6,90.95,4,93.84
14.32,70.48,0,99.28
20.8,57.95,10,79.98
39.7,25.34,7,79.76
25.09,24.76,6,86.45
17.43,39.42,1,96.02
26.63,82.67,10,81.93
27.3,73.12,9,81.22
36.03,49.26,6,84.43
15.79,51.83,5,88.32
38.61,84.06,5,83.62
12.82,80.04,4,91.58
11.75,80.01,1,97.98
10.1,55.53,3,93.22
25.03,70.99,2,94.1
21.12,44.99,8,83.43
13.98,41.3,4,91.51
16.26,54.28,8,85.5
11.45,42.82,5,89.7
13.53,49.47,6,89.91
17.32,21.43,2,94.08
20.74,58.87,2,94.75
13.6,92.12,10,80.18
30.09,26.38,0,98.02
33.58,20.79,5,91.23
26.25,43.33,10,80.75
26.97,97.15,4,91.99
33.94,30.75,9,82.98
38.79,22.89,5,84.81
20.32,40.36,3,93.01
12.06,32.78,7,86.85
25.41,36.29,9,81.1
17.12,54.16,9,81.35
29.88,58.29,3,93.74
31.46,38.67,6,88.59
29.86,72.81,9,80.2
22.55,25.48,8,85.61
33.5,42.54,0,100
26.99,58.36,10,81.09
28.74,98.63,8,83.7
25.41,51.05,6,89.32
36.57,55.63,9,76.58
18.92,57.42,0,98.43
25.82,86.2,7,86.2
37.78,31.56,4,87.48
20.49,62.34,9,82.97
35.46,41.57,0,95.44
23.41,83.12,7,85.53
11.28,92.11,8,85.73
21.82,53.44,0,99.21
29.34,75.64,3,94.14
21.93,37.46,2,96.5
22.08,96.33,5,89.98
32.81,29.77,6,88.86
24.05,35.21,3,95.15
37.0,48.16,1,93.79
25.78,60.31,8,84.39
22.59,79.28,1,96.77
21.78,58.43,4,93.15
18.86,57.04,4,92.76
32.73,48.22,2,97.61
15.94,28.46,7,85.94
17.28,89.72,0,100
18.15,73.65,0,100
22.56,40.81,0,99.66
19.11,86.83,7,84.67
25.62,26.48,10,79.59
25.92,62.14,3,93.28
20.01,55.69,8,85.43
39.66,64.13,5,83.84
14.61,65.25,10,80.29
36.01,37.05,8,80.48
24.47,43.86,10,80.84
26.69,99.98,2,95.77
31.72,70.91,3,94.83
28.39,25.03,7,88.0
16.65,65.16,0,98.11
31.1,28.09,9,81.98
11.82,77.21,2,95.5
20.79,37.32,8,84.95
20.83,88.16,9,80.13
34.47,78.5,1,97.02
33.26,21.77,3,93.69
24.37,43.26,3,92.05
29.96,61.87,5,90.4
29.15,93.08,5,90.57
14.1,44.53,1,96.52
16.83,48.43,7,86.19
32.03,41.09,10,80.85
21.72,51.23,2,94.4
21.1,87.04,0,99.3
15.03,95.75,9,83.64
38.29,98.72,7,82.36
32.73,86.51,0,100
11.97,54.65,4,93.97
19.78,61.11,2,94.95
21.55,20.38,0,98.32
36.19,25.55,8,79.89
38.38,84.32,6,84.77
35.16,60.06,3,90.3
16.92,48.61,10,79.4
33.15,48.72,7,85.25
37.06,81.79,10,76.25
37.96,32.68,10,73.3
30.77,86.9,4,90.77
39.26,59.92,1,94.17
18.75,50.42,3,95.04
11.76,78.79,4,92.3
10.31,49.01,4,93.7
18.19,93.06,10,80.55
24.37,90.63,8,84.25
33.12,92.28,1,97.25
34.34,51.53,10,78.47
31.94,81.6,9,80.24
26.66,22.09,5,90.15
35.77,73.62,5,83.35
35.15,50.48,7,79.79
16.58,51.72,4,91.19
29.51,46.83,10,81.48
22.99,68.46,4,91.7
16.85,93.74,2,96.18
36.5,93.1,10,76.35
36.53,57.22,4,85.04
31.43,64.64,3,93.74
22.35,41.7,6,89.83
26.8,96.9,9,83.58
15.36,92.46,10,78.05
11.02,61.55,5,88.63
23.69,63.35,9,82.44
26.94,58.74,10,79.09
17.94,35.53,10,81.59
21.28,87.4,5,90.97
38.1,76.8,10,74.68
23.28,53.69,5,90.02
33.73,95.09,3,93.48
30.58,77.0,4,93.49
15.91,96.99,8,83.76
19.68,92.32,1,99.31
34.46,34.9,3,95.21
25.25,90.11,2,95.16
22.07,61.97,3,94.13
22.19,77.73,6,87.97
29.88,87.02,4,91.59
28.79,63.5,5,90.3
10.91,47.86,7,87.58
10.08,69.63,10,78.04
26.75,24.78,4,90.69
24.88,46.8,6,87.78
23.61,65.37,8,83.91
29.79,87.46,6,86.94
23.53,92.05,6,86.43
13.81,40.91,6,88.59
24.19,33.88,5,88.62
16.04,71.19,5,88.21
19.51,72.49,7,87.92
25.91,53.6,2,97.15
37.7,55.2,3,90.3
18.01,39.66,6,89.24
16.21,66.49,10,81.75
14.53,98.98,8,84.54
17.11,36.37,5,90.89
14.88,73.57,10,79.55
19.86,49.63,7,85.15
24.89,63.23,6,87.8
33.82,38.99,10,78.73
24.07,22.12,8,83.74
39.46,22.89,9,78.77
26.57,39.54,9,83.58
25.71,25.35,7,87.67
34.14,66.18,8,84.0
22.27,83.72,10,78.43
15.48,29.11,8,83.12
18.84,52.33,3,94.21
37.71,37.6,4,87.92
22.99,48.68,0,100
17.6,76.3,7,86.58
39.26,22.0,4,86.11
30.75,58.89,4,94.0
37.79,36.54,8,77.84
17.08,21.71,3,94.12
27.14,69.31,6,86.57
28.11,93.24,10,81.51
31.62,67.01,0,99.33
33.58,90.61,6,88.26
38.53,48.63,0,96.25
31.25,77.29,6,89.17
15.5,46.92,3,93.26
39.29,77.73,8,79.14
27.61,85.09,1,99.76
36.35,58.75,6,81.71
24.14,35.41,7,84.6
36.97,63.97,10,76.86
19.75,37.8,3,92.18
16.42,41.68,5,90.96
31.79,60.52,8,82.85
33.27,53.85,6,88.8
38.62,89.55,8,80.11
19.26,99.32,4,91.99
29.56,41.15,2,97.94
19.16,77.02,1,98.2
27.5,75.05,6,87.12
21.54,23.68,4,93.95
21.84,77.32,7,86.64
20.03,98.97,1,98.23
33.08,45.71,4,92.45
39.38,48.96,0,94.08
13.5,69.16,10,80.15
36.21,25.0,0,95.95
12.42,39.0,1,99.29
11.68,21.92,0,98.36
32.09,48.25,0,100
15.13,45.8,8,82.62
25.63,93.92,0,100
34.53,48.91,5,89.26
33.24,46.99,5,91.9
38.14,51.59,8,79.3
24.61,43.52,6,88.05
12.65,38.33,9,80.96
39.52,25.44,3,87.27
36.51,72.07,3,88.96
35.11,67.28,7,81.13
33.09,54.98,3,93.73
33.87,97.34,8,84.7
14.2,61.4,8,83.32
37.87,93.71,1,92.59
35.37,23.46,8,79.17
16.03,42.36,7,85.24
23.95,88.37,6,88.6
14.27,82.55,7,84.18
16.29,83.45,5,91.18
31.54,35.61,0,99.12
38.42,24.57,7,81.48
13.19,82.67,8,82.38
20.61,25.57,0,100
12.33,45.89,8,85.67
13.24,82.09,0,98.47
39.64,49.4,10,73.78
30.89,91.5,10,78.43
38.96,66.71,0,93.45
30.86,42.89,8,82.73
37.66,65.76,9,78.69
34.65,55.56,10,81.4
16.92,44.02,4,93.77
37.57,64.36,5,83.29
39.59,35.15,1,93.87
15.52,77.48,0,99.6
15.85,29.59,6,87.38
39.88,72.97,3,87.12
25.86,87.72,10,80.19
30.6,81.57,3,95.82
12.64,88.42,8,83.71
26.55,91.01,8,85.47
24.91,33.33,1,99.71
34.0,54.84,0,100
11.82,34.23,1,99.48
28.03,49.62,4,90.43
27.8,58.57,4,91.03
32.23,99.18,5,88.34
16.11,99.82,10,80.51
15.7,97.28,2,94.93
32.93,34.97,7,84.4
24.15,40.38,4,90.93
18.84,95.69,1,96.82
38.9,83.18,2,90.71
35.31,50.78,0,93.67
34.38,86.13,2,97.15
36.81,89.53,0,94.82
18.76,45.37,8,83.64
22.31,56.11,8,82.96
12.83,29.39,2,96.93
27.47,76.63,4,93.01
24.1,44.55,8,82.31
38.43,49.37,3,90.44
33.83,91.1,3,93.77
23.77,97.71,1,96.01
29.12,68.06,2,96.5
10.5,78.41,7,87.69
31.28,99.15,10,79.85
25.56,71.93,8,84.73
29.09,66.62,7,85.15
15.56,66.4,1,97.61
36.06,79.14,6,83.24
15.57,21.49,4,93.24
35.14,84.64,4,88.69
15.19,24.1,10,78.07
25.3,40.22,6,88.74
21.35,64.15,6,87.26
21.34,95.78,3,92.98
26.73,52.54,3,93.86
23.29,70.61,4,90.67
32.37,86.69,2,96.31
32.63,87.11,6,87.25
19.0,71.2,9,81.35
33.87,51.62,5,89.51
25.69,72.81,9,80.26
23.04,74.03,9,81.35
38.12,53.79,5,85.91
21.01,49.94,3,94.8
36.85,71.77,5,84.01
17.13,55.11,2,95.89
28.63,21.58,8,83.26
34.35,92.15,1,96.52
33.08,68.38,2,95.11
30.51,29.79,4,93.02
29.67,32.61,10,78.77
37.88,68.88,0,96.61
38.41,97.48,6,82.86
19.72,91.46,6,87.59
38.42,74.54,9,75.14
20.76,74.34,10,80.87
23.53,62.41,9,81.69
31.95,56.04,9,81.67
29.81,25.62,0,98.15
18.78,48.82,5,89.85
24.18,63.07,1,99.72
35.96,29.68,0,93.51
13.25,49.88,10,81.02
30.81,89.08,8,82.38
25.21,64.93,6,87.5
26.58,36.89,1,98.86
20.23,22.3,5,91.28
35.75,21.31,1,92.06
37.5,95.46,1,93.27
27.0,79.31,10,81.54
15.42,92.51,10,78.92
22.56,82.13,5,90.62
13.81,73.91,4,90.63
17.95,53.88,8,83.76
30.23,62.13,10,80.71
27.23,78.64,0,100
27.02,50.89,10,80.13
36.64,27.15,8,79.36
22.4,49.58,3,94.11
16.32,75.83,1,99.85
37.02,97.22,1,93.6
25.95,78.03,2,95.64
30.52,87.78,8,84.41
13.15,76.17,5,89.57
33.81,25.5,3,93.57
23.45,26.23,4,92.8
37.76,28.66,7,81.99
28.0,98.56,5,88.86
39.15,88.21,8,78.7
14.64,87.1,4,90.64
37.47,58.67,5,84.13
38.2,79.22,4,88.51
22.43,33.16,1,98.2
15.32,92.29,4,93.08
28.68,42.72,2,95.14
20.46,78.98,2,94.18
29.18,67.69,8,84.76
13.28,59.7,6,87.08
23.23,68.41,1,97.55
17.95,70.4,10,81.17
31.26,50.45,6,89.73
39.94,37.03,1,93.67
22.47,46.9,7,85.02
11.28,57.18,4,90.03
20.34,35.09,6,88.27
19.45,23.2,6,88.76
24.6,70.46,3,95.39
27.65,66.49,1,97.65
32.67,40.31,8,85.49
19.53,76.7,4,90.79
21.73,48.32,8,84.17
37.88,27.13,1,93.27
26.81,70.18,6,87.6
31.65,92.71,0,100
33.55,22.93,0,100
10.76,30.4,10,79.34
37.61,30.17,5,85.79
12.24,21.9,2,96.28
11.86,66.92,0,100
22.91,97.03,6,87.43
28.58,70.06,4,91.64
12.78,55.66,10,79.74
16.98,28.6,5,88.13
15.9,56.46,2,97.12
10.76,75.08,7,85.43
14.74,70.77,6,87.83
18.35,64.9,9,82.29
39.85,57.39,2,91.09
24.61,87.19,5,88.99
18.45,44.08,5,89.36
10.72,42.18,5,90.92
27.95,29.14,8,84.8
15.14,82.57,9,81.8
26.98,22.32,10,78.59
36.44,62.03,9,78.18
29.46,60.29,6,86.22
19.35,22.15,5,91.15
18.35,59.79,7,85.9
13.74,22.2,7,87.11
36.24,31.99,5,83.04
22.83,25.96,9,83.73
34.21,45.99,6,87.94
28.22,28.76,6,86.83
22.57,51.47,2,95.41
36.04,24.96,6,84.24
23.05,63.59,9,80.22
15.16,44.17,10,79.75
30.61,68.67,4,91.2
21.04,89.84,0,100
22.23,35.09,3,94.88
34.88,91.84,3,92.02
21.37,87.08,10,79.62
27.02,22.46,5,89.68
29.05,38.46,3,92.46
28.09,93.26,4,90.15
28.03,81.63,2,94.61
11.36,70.85,4,92.85
25.81,29.07,10,79.82
31.52,24.62,3,93.08
32.45,46.54,3,93.99
23.48,88.56,1,98.24
13.53,57.88,0,98.79
13.43,31.25,8,85.5
37.74,53.6,6,84.54
25.98,82.89,7,85.17
25.03,86.23,2,97.62
13.4,34.05,2,94.22
10.77,22.11,1,96.97
27.19,77.08,8,85.44
35.78,23.25,0,93.19
33.09,56.21,1,98.6
23.45,88.67,0,98.91
32.59,70.73,8,85.23
16.06,93.35,0,100
37.92,66.73,7,81.25
12.1,99.99,4,91.67
22.02,77.96,5,91.61
12.88,65.08,4,91.06
33.48,79.34,3,95.1
32.71,22.36,3,93.81
34.36,98.87,9,82.61
21.12,60.25,1,99.69
37.37,71.94,10,74.26
29.54,36.99,9,81.13
28.81,76.36,9,81.05
36.63,73.59,4,85.94
27.55,85.02,6,88.29
25.47,69.12,10,79.04
37.17,27.8,6,81.22
20.36,25.87,3,93.44
11.33,53.89,5,88.11
36.67,70.95,9,75.95
12.46,50.35,8,83.9
38.03,51.26,1,93.67
19.48,96.82,4,90.35
24.31,77.77,6,87.66
24.31,32.81,3,95.73
12.09,69.75,10,80.87
35.47,56.15,6,82.71
29.71,50.97,5,89.08
19.29,77.85,2,94.35
24.3,81.74,4,92.46
34.6,40.84,3,92.04
25.41,29.48,7,87.13
22.38,98.83,10,78.47
27.66,98.63,1,97.62
31.97,99.69,6,86.74
37.47,28.04,3,90.38
10.88,63.44,6,87.13
31.47,93.64,2,96.48
30.06,58.83,7,85.79
21.72,67.58,4,91.01
30.65,70.91,3,94.25
16.51,58.16,4,93.84
19.52,43.85,2,94.0
35.97,31.72,2,92.51
36.18,61.83,6,83.41
21.77,37.21,1,97.72
31.24,95.37,6,87.42
35.36,88.56,6,83.63
36.26,27.85,5,83.95
10.53,54.86,0,98.32
31.48,64.67,2,94.37
28.42,89.86,0,99.07
23.0,39.84,0,98.22
21.51,60.18,1,97.0
31.8,43.32,10,78.41
26.08,63.35,4,92.47
20.61,26.29,3,93.31
29.91,46.35,8,85.87
26.1,75.67,9,80.96
19.58,45.46,2,94.36
27.14,71.39,8,83.67
34.93,35.5,1,99.06
10.77,30.29,9,83.52
18.16,53.0,6,86.98
38.24,86.92,2,92.83
27.46,33.88,4,91.01
18.31,62.83,8,82.41
26.62,34.07,3,93.57
34.97,76.74,10,79.89
37.05,38.36,4,85.67
39.9,51.34,7,80.11
34.92,59.44,2,94.56
14.38,81.69,0,99.27
37.28,32.33,10,76.09
23.66,45.97,7,86.27
28.12,32.8,10,81.04
27.05,24.91,1,96.21
13.97,63.13,0,100
16.96,86.19,6,87.74
37.87,86.37,0,94.18
11.03,54.17,5,89.1
36.86,53.37,7,81.17
19.62,47.23,0,100
28.99,68.35,1,99.97
33.02,39.76,7,87.61
18.17,24.87,6,87.89
31.15,36.4,6,86.64
36.02,26.01,7,80.73
29.31,67.84,4,91.27
35.73,28.36,3,90.68
26.8,60.91,6,87.29
18.2,57.99,3,92.04
35.18,98.0,4,86.97
20.02,38.84,1,99.3
33.52,37.11,2,97.04
26.09,29.44,2,96.46
19.15,32.7,10,81.99
30.6,76.14,3,92.35
32.29,39.21,0,100
26.69,41.71,1,96.51
29.66,35.27,9,80.3
21.99,73.63,2,96.95
16.77,82.19,6,87.52
29.6,68.12,6,88.09
23.15,84.18,0,99.87
28.14,54.71,6,86.46
36.08,81.17,5,86.4
38.24,39.11,5,84.43
37.57,52.78,8,79.29
23.47,71.87,6,87.74
39.42,31.6,3,90.66
19.06,38.45,5,91.51
24.72,94.59,4,91.57
21.65,29.28,8,83.5
39.66,36.81,10,74.79
24.57,50.61,10,81.42
22.31,29.3,6,86.6
33.19,93.55,4,92.2
20.46,74.54,6,86.08
25.72,95.03,2,94.19
13.9,41.23,3,93.07
31.2,59.74,9,83.26
30.68,40.75,9,80.79
16.37,65.3,4,91.13
31.57,44.8,0,100
34.39,26.38,6,89.21
25.36,48.63,10,80.18
37.16,30.57,5,83.48
16.64,96.04,2,97.99
33.16,48.05,7,87.42
35.37,30.37,5,85.92
39.2,35.82,2,91.85
35.14,30.23,8,79.42
17.67,83.12,1,99.45
10.47,59.37,0,98.25
13.3,65.09,8,83.17
26.72,79.68,9,80.46
36.51,89.15,2,89.8
18.73,93.4,10,79.03
26.44,52.37,2,97.81
33.98,98.57,4,92.73
34.82,86.9,7,84.78
16.42,32.4,4,92.34
27.99,82.65,1,97.23
10.85,67.38,4,92.46
30.86,82.84,8,85.28
37.03,66.37,10,75.02
20.56,37.4,4,91.09
31.01,45.01,10,79.14
23.78,22.98,4,90.72
12.69,40.88,5,88.64
17.25,52.21,1,97.4
33.61,73.49,3,93.08
30.17,90.44,5,89.15
18.41,23.96,7,87.99
10.31,23.99,10,78.94
22.54,30.12,5,88.67
33.35,83.44,7,85.28
20.36,25.38,10,78.32
25.84,43.99,2,97.8
24.7,35.06,1,98.52
23.44,69.25,9,83.45
30.81,42.05,10,79.08
18.97,65.3,1,96.34
17.36,30.21,4,93.49
39.69,22.36,4,85.19
10.5,26.37,4,93.28
37.96,32.67,7,81.39
18.88,37.4,7,87.2
39.51,55.8,10,74.88
15.97,28.61,5,90.82
19.49,86.99,1,98.85
28.26,94.23,10,80.06
23.75,41.38,9,82.28
15.28,47.8,9,81.7
26.69,65.9,0,99.66
11.74,36.93,7,87.81
21.15,66.53,1,96.78
15.06,92.79,1,97.4
23.92,77.44,1,99.81
29.27,32.94,4,92.59
19.81,61.09,5,88.09
24.33,39.74,10,78.08
32.97,23.56,8,84.86
36.14,58.41,0,93.26
31.98,26.45,9,82.78
29.41,32.61,5,90.83
14.25,74.9,2,97.64
16.62,58.35,2,94.33
27.19,70.91,1,97.5
39.24,40.9,1,93.23
16.61,80.97,0,98.16
15.49,34.78,0,99.91
10.19,89.37,10,81.54
10.71,35.99,3,92.07
25.44,96.53,6,86.91
28.29,25.07,8,85.75
30.74,35.47,3,93.44
38.53,90.03,2,92.51
25.05,76.61,8,84.95
10.77,89.91,4,90.31
10.07,90.62,0,98.17
28.1,37.74,5,90.43
34.65,62.56,5,88.6
33.86,76.42,2,96.39
18.6,91.98,7,85.57
26.53,47.08,0,100
10.61,67.86,5,89.24
16.14,75.03,1,97.49
26.92,91.54,0,98.08
24.65,65.51,3,93.95
26.19,81.85,3,94.1
28.65,83.28,7,84.76
36.72,52.85,8,79.69
17.61,89.94,8,82.41
33.97,85.39,8,84.33
21.81,39.95,0,99.27
25.09,34.24,5,89.91
24.22,72.53,8,82.29
18.46,82.23,2,97.65
25.5,58.55,10,81.96
28.49,20.45,10,79.87
10.59,29.8,5,91.93
32.64,46.47,10,78.31
37.1,25.43,10,74.74
35.04,87.54,9,75.97
13.3,64.27,10,81.01
36.47,52.91,6,82.93
23.52,22.11,0,100
14.16,97.0,6,89.37
23.9,51.16,7,85.34
36.46,69.25,2,91.84
19.31,32.68,3,92.51
17.24,73.49,9,80.86
37.93,75.33,0,96.68
34.53,99.37,0,98.78
30.21,58.33,9,82.79
24.45,33.18,10,80.9
32.12,45.61,5,90.39
23.03,57.31,8,82.68
14.65,56.7,5,90.76
36.94,90.0,10,75.49
20.14,26.11,0,100
23.26,87.4,9,81.49
23.23,97.77,8,84.87
34.66,44.49,3,93.59
34.18,29.16,7,87.25
15.27,41.25,1,98.41
32.19,60.69,1,96.13
36.55,96.55,7,82.99
29.38,54.94,0,99.72
11.53,49.84,2,94.99
28.38,67.76,0,99.57
30.53,89.71,8,85.19
15.08,52.71,1,98.06
27.85,56.01,10,79.36
31.4,30.67,3,93.94
38.23,20.96,0,95.66
32.94,75.99,8,84.0
37.82,51.52,0,95.17
37.65,65.63,0,94.16
22.02,26.57,7,85.67
38.05,88.82,4,88.1
25.24,100.0,4,91.6
18.67,31.52,6,86.7
19.55,59.41,8,83.8
14.3,61.44,10,79.16
29.3,71.37,7,87.95
38.19,87.56,10,76.99
23.9,99.84,0,100
26.98,27.3,4,91.72
33.06,42.17,3,94.02
26.6,22.88,2,94.08
34.86,94.17,10,80.91
28.72,64.37,8,82.02
21.08,70.8,4,93.14
34.98,30.36,2,94.79
21.25,22.05,6,88.68
39.49,53.46,2,92.1
30.49,92.27,10,81.76
35.11,59.95,4,85.72
14.53,89.57,8,85.05
30.32,64.27,7,86.68
16.7,97.06,5,91.85
10.48,40.91,7,86.16
29.86,79.73,6,86.7
28.13,39.02,2,94.84
26.72,31.83,7,84.73
24.54,77.67,1,96.82
32.65,50.35,4,92.45
22.13,98.62,10,78.17
38.6,28.66,7,82.87
26.66,69.83,10,80.57
32.99,99.56,3,93.91
21.89,42.42,7,86.2
32.03,54.79,4,92.8
18.58,50.15,8,83.58
23.2,62.22,3,94.28
19.32,28.6,0,99.58
17.37,39.69,7,85.51
29.5,41.7,6,87.05
37.29,33.14,5,85.87
21.79,66.59,1,99.51
39.85,70.44,0,95.36
17.87,74.11,6,88.79
14.41,86.25,6,86.61
28.78,87.05,4,91.16
28.11,40.19,4,90.21
11.66,37.8,6,86.43
38.49,87.24,2,89.64
19.78,58.58,0,98.76
34.25,59.83,6,89.14
14.7,24.51,4,91.08
31.93,54.96,4,90.4
19.19,67.71,6,89.92
19.46,85.14,1,99.73
37.36,78.04,1,93.41
14.68,54.67,6,86.65
14.31,21.64,7,86.33
34.22,51.72,0,99.37
28.5,81.34,5,89.11
30.59,71.48,7,85.25
26.87,28.27,10,81.16
20.26,67.28,5,91.58
32.82,30.64,1,97.59
38.52,42.55,2,90.89
39.52,56.03,10,75.66
16.03,32.25,3,94.84
25.42,70.01,7,84.26
32.8,80.6,6,89.56
18.49,64.77,4,91.88
36.91,34.19,0,94.71
34.11,56.29,0,98.32
17.78,69.63,10,81.72
27.15,94.79,3,94.77
20.25,89.69,9,83.47
30.13,69.41,3,95.8
20.72,45.22,2,96.64
10.24,70.52,0,98.84
26.36,37.27,3,93.57
34.2,83.47,2,97.15
17.3,82.66,9,83.48
37.63,83.69,8,77.48
16.06,49.5,0,100
19.53,59.93,3,93.68
39.26,89.23,6,81.31
25.59,32.48,2,97.09
17.55,69.15,4,90.91
25.17,28.94,0,100
39.08,28.15,9,76.15
31.21,80.85,8,85.6
18.71,60.59,7,84.86
29.28,31.34,4,90.15
23.09,25.45,5,91.39
22.33,30.52,10,80.87
25.92,62.8,6,88.3
22.05,76.83,7,84.18
26.8,48.59,4,93.21
17.55,27.31,0,99.03
25.96,57.64,3,92.32
19.82,74.09,1,98.94
32.7,93.26,10,79.44
26.58,52.97,2,96.14
37.52,87.68,0,95.96
28.16,41.87,9,81.14
24.11,64.87,2,97.57
21.75,99.72,10,78.82
36.03,32.11,7,81.99
24.87,39.21,7,86.0
35.18,82.28,7,80.17
21.28,40.84,4,92.89
19.59,84.0,1,99.5
15.75,20.89,5,88.27
14.67,72.74,1,99.89
26.83,35.4,3,94.61
26.35,87.42,4,92.28
29.64,89.98,4,93.68
21.7,29.38,7,85.64
11.32,56.32,4,93.47
17.16,64.64,7,87.02
28.92,82.74,10,81.45
31.17,32.89,5,91.73
27.61,44.66,6,88.71
22.48,81.17,2,94.13
25.06,49.1,6,87.61
21.73,63.59,9,83.93
10.44,81.21,6,89.74
10.59,74.04,1,97.51
11.77,95.32,3,94.66
28.17,43.0,3,95.36
37.29,59.17,9,76.19
12.76,76.46,4,92.6
34.13,37.79,9,83.93
22.47,73.97,3,94.02
19.93,86.16,9,81.03
20.55,51.47,5,89.03
18.12,48.12,0,98.18
27.41,40.66,4,91.72
29.63,93.54,3,92.88
16.27,80.6,7,84.0
37.72,31.13,10,75.73
23.52,34.57,1,98.94
17.59,99.09,8,82.29
27.88,27.2,9,83.89
14.81,28.83,7,84.18
26.12,39.03,7,86.71
39.39,34.75,10,73.04
24.46,57.71,7,86.96
25.44,50.81,0,100
30.27,32.76,5,89.06
21.12,45.86,3,93.03
29.69,64.99,2,95.31
18.8,57.54,6,88.49
25.01,27.7,5,88.71
22.42,95.96,2,96.95
19.34,61.72,2,97.33
23.03,71.16,6,88.93
36.53,41.92,4,85.48
21.93,98.37,0,100
19.84,62.76,7,84.97
17.09,43.18,3,92.72
32.61,71.55,2,96.93
28.24,58.25,7,84.51
12.21,61.03,7,86.56
31.63,45.4,7,86.98
32.42,39.69,4,90.26
32.87,83.68,2,95.16
21.13,84.19,0,99.05
22.23,32.31,9,82.3
38.99,28.99,8,79.79
21.54,99.94,7,85.23
33.82,35.63,1,97.79
27.79,62.35,3,94.68
16.96,81.03,7,84.5
29.86,47.41,4,91.36
11.84,86.68,10,81.8
28.73,46.89,10,81.43
19.68,47.98,7,85.93
20.27,75.79,9,83.96
26.32,55.62,8,84.94
32.95,99.03,5,89.16
35.97,55.05,4,88.11
30.27,60.54,9,83.05
25.17,31.88,4,93.2
13.2,94.45,3,93.57
23.47,83.37,7,85.62
19.13,54.63,9,80.82
12.18,25.55,3,94.44
32.71,43.54,0,99.61
37.66,24.93,10,75.76
26.78,77.49,8,83.2
14.28,77.58,8,85.47
28.38,84.45,2,97.68
39.0,71.3,1,94.68
32.37,48.22,4,90.21
31.97,65.26,0,99.64
28.12,59.31,9,83.02
29.73,41.93,1,96.15
27.26,90.43,2,94.21
30.13,43.71,7,86.59
10.35,50.17,6,88.01
27.47,39.44,3,93.81
32.48,35.36,0,100
18.41,45.21,2,94.51
27.69,91.88,9,81.62
38.33,68.95,7,81.1
20.4,41.26,1,97.82
24.49,26.04,2,96.79
15.37,75.23,3,95.66
22.28,70.93,7,87.94
12.93,36.47,10,81.68
30.16,25.63,1,98.63
27.16,28.11,5,89.56
21.98,59.09,8,82.95
11.55,94.15,10,80.51
39.51,82.03,7,81.32
14.09,94.76,6,88.37
23.54,58.18,9,80.15
14.15,97.63,0,100
31.36,81.19,9,82.96
15.18,69.06,8,85.21
18.06,60.23,5,90.82
11.99,91.54,1,99.44
37.42,58.32,5,86.84
18.83,65.56,6,88.43
33.0,89.68,5,91.72
17.42,46.89,7,87.65
32.27,42.49,0,100
25.34,44.57,10,81.47
32.81,95.82,7,85.2
13.36,91.72,10,81.97
34.93,56.38,8,83.25
20.89,95.26,2,95.78
32.94,56.85,3,95.87
28.73,59.37,7,87.98
34.89,34.21,1,99.24
38.69,47.58,4,87.84
36.42,93.45,8,77.97
30.04,37.08,5,89.88
17.81,60.26,0,99.93
23.65,57.62,7,85.4
16.42,90.46,1,96.57
24.44,36.15,1,98.65
18.05,69.77,4,91.02
26.83,25.34,6,86.21
24.5,46.89,0,100
28.26,40.54,5,88.41
24.43,76.21,0,99.13
17.2,32.7,6,86.79
30.73,40.04,10,78.4
10.81,96.92,7,86.1
11.55,33.33,2,95.95
28.53,42.0,10,78.03
34.12,40.63,10,81.53
12.95,20.24,0,100
35.65,31.24,3,88.28
21.24,43.0,8,85.21
36.02,99.48,9,76.44
21.31,24.37,7,85.9
16.9,96.48,3,93.77
35.62,53.37,5,86.37
23.72,96.0,3,93.12
22.71,22.23,8,84.63
10.41,63.72,8,82.51
38.43,66.65,10,75.36
32.46,60.02,3,93.04
13.87,67.26,6,88.27
18.78,81.13,10,79.87
18.84,56.74,1,99.11
31.1,57.89,8,84.46
31.18,95.98,5,91.56
15.03,70.78,2,95.19
18.18,27.21,6,87.61
16.06,39.4,6,87.29
36.25,26.18,6,81.37
27.17,37.42,1,97.46
34.96,34.48,6,86.57
24.99,79.29,4,92.39
16.2,93.38,10,80.79
32.12,63.6,9,82.5
23.07,36.22,3,95.74
18.03,41.65,1,98.14
28.25,72.27,3,94.05
34.49,72.69,6,87.84
21.66,40.95,3,93.7
24.87,70.94,8,85.44
35.16,25.41,0,94.08
20.82,35.35,0,99.3
39.76,56.09,0,93.15
21.92,21.35,9,82.2
39.73,33.64,5,86.38
15.47,79.67,8,84.86
30.12,96.23,6,87.23
34.76,62.1,1,98.93
37.97,47.53,0,95.56
15.61,99.44,1,99.12
14.34,94.25,5,91.13
36.23,88.1,10,76.25
28.76,30.17,4,93.09
27.47,56.99,5,89.47
36.39,69.17,7,82.66
39.73,69.33,5,83.23
17.93,38.37,6,89.13
11.52,44.34,5,91.13
27.58,21.79,0,100
31.42,42.26,8,82.08
12.0,86.27,3,94.85
27.31,61.24,8,85.89
32.32,41.48,8,84.84
14.35,75.7,1,97.26
27.86,84.16,3,92.45
